step_index,time_s,sag_active,grid_voltage_pu,ups_output_voltage_pu,ups_mode,battery_energy_j,motor_speed_rad_s,pump_flow_m3_s,pump_head_pa,pump_operating_point_residual_pa,upw_supply_pressure_pa,upw_tool_flow_m3_s,upw_relief_flow_m3_s,upw_mass_balance_residual_m3_s
151,1.51,False,1.0,1.0,GRID,3600000.0,188.39804715736923,0.0002006345122774395,198296.38832015917,0.0,298368.89160797,0.0001,0.0,7.172378569699194e-13
152,1.52,False,1.0,1.0,GRID,3600000.0,188.40314479950078,0.00020060915105890294,198368.89160797,0.0,298438.3894596249,0.0001,0.0,-7.040072582379818e-13
153,1.53,False,1.0,1.0,GRID,3600000.0,188.40798755952574,0.00020058474624080937,198438.3894596249,0.0,298505.00172469765,0.0001,0.0,7.7005285870787e-14
154,1.54,False,1.0,1.0,GRID,3600000.0,188.41258818154944,0.0002005612653286433,198505.00172469762,-2.9103830456733704e-11,298568.84388718754,0.0001,0.0,1.352517138000428e-13
155,1.55,False,1.0,1.0,GRID,3600000.0,188.41695877247196,0.00020053867663326515,198568.8438871875,-2.9103830456733704e-11,298630.0270073116,0.0001,0.0,7.27128514158308e-13
156,1.56,False,1.0,1.0,GRID,3600000.0,188.42111083384836,0.00020051694936876693,198630.02700731158,0.0,298688.65807075053,0.0001,0.0,-9.353873887220566e-13
157,1.57,False,1.0,1.0,GRID,3600000.0,188.42505529215595,0.0002004960535437419,198688.65807075056,2.9103830456733704e-11,298744.83975581825,0.0001,0.0,-3.552149194868627e-14
158,1.58,False,1.0,1.0,GRID,3600000.0,188.42880252754816,0.00020047596013957313,198744.83975581825,0.0,298798.6710155383,0.0001,0.0,-5.62596557814282e-13
159,1.59,False,1.0,1.0,GRID,3600000.0,188.43236240117074,0.00020045664087920372,198798.67101553828,0.0,298850.2468448132,0.0001,0.0,8.712980462074777e-13
160,1.6,False,1.0,1.0,GRID,3600000.0,188.4357442811122,0.000200438068399388,198850.2468448132,-2.9103830456733704e-11,298899.6588042937,0.0001,0.0,-1.9236874081995643e-13
161,1.61,False,1.0,1.0,GRID,3600000.0,188.43895706705658,0.00020042021604268107,198899.65880429378,5.820766091346741e-11,298946.9947293401,0.0001,0.0,1.7708393345444717e-13
162,1.62,False,1.0,1.0,GRID,3600000.0,188.44200921370376,0.00020040305805328908,198946.99472934008,0.0,298992.3391956836,0.0001,0.0,-8.71423173408457e-13
163,1.6300000000000001,False,1.0,1.0,GRID,3600000.0,188.44490875301858,0.0002003865693928696,198992.33919568363,2.9103830456733704e-11,299035.77328659594,0.0001,0.0,9.313247785731844e-13
164,1.6400000000000001,False,1.0,1.0,GRID,3600000.0,188.44766331536766,0.00020037072590243477,199035.77328659597,2.9103830456733704e-11,299077.37523317337,0.0001,0.0,-6.45700516692442e-13
165,1.6500000000000001,False,1.0,1.0,GRID,3600000.0,188.45028014959928,0.00020035550402626174,199077.37523317343,5.820766091346741e-11,299117.2198904678,0.0001,0.0,9.351387811639057e-13
166,1.6600000000000001,False,1.0,1.0,GRID,3600000.0,188.45276614211932,0.00020034088111459128,199117.21989046782,0.0,299155.37943597883,0.0001,0.0,4.863817150430597e-13
167,1.67,False,1.0,1.0,GRID,3600000.0,188.45512783501334,0.0002003268351142125,199155.37943597883,0.0,299191.9231368229,0.0001,0.0,-4.710799312314634e-13
168,1.68,False,1.0,1.0,GRID,3600000.0,188.45737144326267,0.00020031334472188635,199191.9231368229,2.9103830456733704e-11,299226.91746614873,0.0001,0.0,-5.977051151660721e-13
169,1.69,False,1.0,1.0,GRID,3600000.0,188.45950287109955,0.00020030038936160968,199226.91746614876,2.9103830456733704e-11,299260.4262777604,0.0001,0.0,-9.504181889061344e-15
170,1.7,False,1.0,1.0,GRID,3600000.0,188.46152772754456,0.00020028794913103527,199260.42627776042,0.0,299292.5109807402,0.0001,0.0,-4.1893030002572326e-13
171,1.71,False,1.0,1.0,GRID,3600000.0,188.46345134116734,0.00020027600474618938,199292.51098074025,5.820766091346741e-11,299323.23042303324,0.0001,0.0,6.888117934725292e-13
172,1.72,False,1.0,1.0,GRID,3600000.0,188.46527877410898,0.0002002645376298988,199323.23042303324,0.0,299352.6412406936,0.0001,0.0,6.563441457251164e-13
173,1.73,False,1.0,1.0,GRID,3600000.0,188.46701483540352,0.00020025352976619354,199352.6412406936,-2.9103830456733704e-11,299380.79779967666,0.0001,0.0,-3.1330535661876983e-13
174,1.74,False,1.0,1.0,GRID,3600000.0,188.46866409363335,0.00020024296375669912,199380.79779967666,0.0,299407.7521376312,0.0001,0.0,9.2879310413763e-13
175,1.75,False,1.0,1.0,GRID,3600000.0,188.47023088895168,0.00020023282287567673,199407.7521376312,2.9103830456733704e-11,299433.5544295609,0.0001,0.0,-1.7769816924290664e-13
176,1.76,False,1.0,1.0,GRID,3600000.0,188.4717193445041,0.00020022309086213566,199433.5544295609,0.0,299458.2526385784,0.0001,0.0,3.6249613826239184e-13
177,1.77,False,1.0,1.0,GRID,3600000.0,188.47313337727888,0.00020021375211766635,199458.25263857844,2.9103830456733704e-11,299481.8929233588,0.0001,0.0,-3.9621328666194675e-14
178,1.78,False,1.0,1.0,GRID,3600000.0,188.47447670841495,0.0002002047915251934,199481.89292335883,0.0,299504.5194635168,0.0001,0.0,9.902761211913098e-13
179,1.79,False,1.0,1.0,GRID,3600000.0,188.4757528729942,0.00020019619455731552,199504.51946351677,0.0,299526.1748088524,0.0001,0.0,2.461772766825921e-13
180,1.8,False,1.0,1.0,GRID,3600000.0,188.4769652293445,0.00020018794712192643,199526.17480885237,0.0,299546.8996465206,0.0001,0.0,5.453013122427505e-13
181,1.81,False,1.0,1.0,GRID,3600000.0,188.47811696787727,0.00020018003569756735,199546.89964652061,0.0,299566.7330920696,0.0001,0.0,2.405523138389929e-13
182,1.82,False,1.0,1.0,GRID,3600000.0,188.4792111194834,0.00020017244720614742,199566.7330920696,-2.9103830456733704e-11,299585.71263123304,0.0001,0.0,1.0726268616327171e-13
183,1.83,False,1.0,1.0,GRID,3600000.0,188.48025056350923,0.00020016516905920552,199585.71263123304,0.0,299603.8742363453,0.0001,0.0,-1.612122148951426e-13
184,1.84,False,1.0,1.0,GRID,3600000.0,188.48123803533377,0.00020015818911607794,199603.87423634535,5.820766091346741e-11,299621.25236634165,0.0001,0.0,3.3297993160930317e-13
185,1.85,False,1.0,1.0,GRID,3600000.0,188.4821761335671,0.0002001514956994018,199621.25236634162,-2.9103830456733704e-11,299637.8801413812,0.0001,0.0,1.2792073226237894e-13
186,1.86,False,1.0,1.0,GRID,3600000.0,188.48306732688874,0.000200145077522595,199637.88014138115,-2.9103830456733704e-11,299653.78928463906,0.0001,0.0,1.511774049281695e-14
187,1.87,False,1.0,1.0,GRID,3600000.0,188.4839139605443,0.00020013892373291876,199653.78928463906,0.0,299669.01023872197,0.0001,0.0,-4.681003506967799e-13
188,1.8800000000000001,False,1.0,1.0,GRID,3600000.0,188.48471826251708,0.00020013302386659313,199669.010238722,2.9103830456733704e-11,299683.572165668,0.0001,0.0,-7.551617648558597e-13
189,1.8900000000000001,False,1.0,1.0,GRID,3600000.0,188.48548234939122,0.00020012736786140855,199683.57216566804,2.9103830456733704e-11,299697.50300515443,0.0001,0.0,-4.308970796488201e-13
190,1.9000000000000001,False,1.0,1.0,GRID,3600000.0,188.48620823192167,0.00020012194603962063,199697.50300515443,0.0,299710.82953270525,0.0001,0.0,7.222516698190256e-13
191,1.9100000000000001,False,1.0,1.0,GRID,3600000.0,188.4868978203256,0.0002001167490902412,199710.82953270525,0.0,299723.5775925219,0.0001,0.0,-9.023529427899393e-13
192,1.92,False,1.0,1.0,GRID,3600000.0,188.48755292930932,0.00020011176796349309,199723.5775925219,0.0,299735.77169002965,0.0001,0.0,1.6832335548997283e-13
193,1.93,False,1.0,1.0,GRID,3600000.0,188.48817528284386,0.00020010699408467815,199735.77169002965,0.0,299747.4355157465,0.0001,0.0,-1.8753155443091553e-13
194,1.94,False,1.0,1.0,GRID,3600000.0,188.48876651870165,0.00020010241910213878,199747.43551574645,-2.9103830456733704e-11,299758.5917124525,0.0001,0.0,-6.882073990687163e-13
195,1.95,False,1.0,1.0,GRID,3600000.0,188.48932819276658,0.00020009803501285918,199758.5917124525,2.9103830456733704e-11,299769.26187518984,0.0001,0.0,8.20516871663973e-13
196,1.96,False,1.0,1.0,GRID,3600000.0,188.48986178312825,0.00020009383417125912,199769.2618751898,-2.9103830456733704e-11,299779.4669587165,0.0001,0.0,-9.78632556397163e-13
197,1.97,False,1.0,1.0,GRID,3600000.0,188.49036869397185,0.00020008980909391204,199779.46695871648,-2.9103830456733704e-11,299789.2267536372,0.0001,0.0,-1.8132021275372836e-13
198,1.98,False,1.0,1.0,GRID,3600000.0,188.49085025927326,0.0002000859527292821,199789.22675363722,2.9103830456733704e-11,299798.56035206467,0.0001,0.0,5.847002705139728e-13
199,1.99,False,1.0,1.0,GRID,3600000.0,188.4913077463096,0.00020008225823253347,199798.56035206464,-2.9103830456733704e-11,299807.4861476198,0.0001,0.0,-7.523787159760926e-13
200,2.0,False,1.0,1.0,GRID,3600000.0,188.49174235899412,0.00020007871897267528,199807.48614761978,0.0,299816.0216026008,0.0001,0.0,-9.282457203186535e-13
201,2.0100000000000002,False,1.0,1.0,GRID,3600000.0,188.4921552410444,0.00020007532865572056,199816.02160260078,-2.9103830456733704e-11,299824.1834808141,0.0001,0.0,-6.489522244285321e-13
202,2.02,False,1.0,1.0,GRID,3600000.0,188.49254747899218,0.00020007208121477056,199824.18348081413,2.9103830456733704e-11,299831.98784757406,0.0001,0.0,-4.421559092934205e-14
203,2.0300000000000002,False,1.0,1.0,GRID,3600000.0,188.49292010504257,0.0002000689708161398,199831.98784757406,0.0,299839.4501279108,0.0001,0.0,1.4544902934081746e-13
204,2.04,False,1.0,1.0,GRID,3600000.0,188.49327409979045,0.0002000659918360795,199839.45012791082,0.0,299846.5850483626,0.0001,0.0,9.028623817563404e-13
205,2.05,False,1.0,1.0,GRID,3600000.0,188.49361039480092,0.0002000631388953975,199846.58504836258,-2.9103830456733704e-11,299853.40686980635,0.0001,0.0,-9.68380420884042e-13
206,2.06,False,1.0,1.0,GRID,3600000.0,188.49392987506087,0.00020006040674832817,199853.40686980635,0.0,299859.92898000404,0.0001,0.0,5.437227707896378e-14
207,2.07,False,1.0,1.0,GRID,3600000.0,188.49423338130782,0.0002000577904911804,199859.92898000407,2.9103830456733704e-11,299866.1643592641,0.0001,0.0,7.263476772064585e-13
208,2.08,False,1.0,1.0,GRID,3600000.0,188.49452171224243,0.0002000552853343145,199866.16435926405,-2.9103830456733704e-11,299872.12552223355,0.0001,0.0,-6.861916774946855e-13
209,2.09,False,1.0,1.0,GRID,3600000.0,188.49479562663032,0.00020005288663572983,199872.12552223355,0.0,299877.8242850676,0.0001,0.0,-7.63485421269458e-13
210,2.1,False,1.0,1.0,GRID,3600000.0,188.4950558452988,0.0002000505900217191,199877.82428506768,5.820766091346741e-11,299883.2719400525,0.0001,0.0,9.519950095191706e-13
211,2.11,False,1.0,1.0,GRID,3600000.0,188.49530305303387,0.00020004839130363973,199883.2719400525,0.0,299888.4795466438,0.0001,0.0,-6.015078669490272e-13
212,2.12,False,1.0,1.0,GRID,3600000.0,188.49553790038217,0.000200046286336281,199888.4795466438,0.0,299893.4574658051,0.0001,0.0,-7.798479662652343e-13
213,2.13,False,1.0,1.0,GRID,3600000.0,188.49576100536308,0.00020004427125429623,199893.4574658051,0.0,299898.2155928388,0.0001,0.0,9.172026002136865e-13
214,2.14,False,1.0,1.0,GRID,3600000.0,188.4959729550949,0.0002000423423592936,199898.2155928388,-2.9103830456733704e-11,299902.76359021664,0.0001,0.0,6.16629017808248e-13
215,2.15,False,1.0,1.0,GRID,3600000.0,188.49617430734017,0.00020004049600674584,199902.76359021664,0.0,299907.110654749,0.0001,0.0,-6.112754405357706e-13
216,2.16,False,1.0,1.0,GRID,3600000.0,188.49636559197316,0.00020003872872551403,199907.11065474898,0.0,299911.2654593773,0.0001,0.0,-9.674148526109017e-14
217,2.17,False,1.0,1.0,GRID,3600000.0,188.4965473123745,0.00020003703724992528,199911.26545937732,0.0,299915.2364442125,0.0001,0.0,-6.688845213428964e-13
218,2.18,False,1.0,1.0,GRID,3600000.0,188.49671994675577,0.0002000354183771111,199915.2364442125,0.0,299919.03158370405,0.0001,0.0,-2.0457209060423254e-13
219,2.19,False,1.0,1.0,GRID,3600000.0,188.496883949418,0.00020003386908608645,199919.03158370405,0.0,299922.6586194709,0.0001,0.0,-9.389858010062666e-13
220,2.2,False,1.0,1.0,GRID,3600000.0,188.49703975194709,0.00020003238642390703,199922.65861947092,2.9103830456733704e-11,299926.12482747063,0.0001,0.0,-1.4982301261274858e-13
221,2.21,False,1.0,1.0,GRID,3600000.0,188.49718776434972,0.00020003096762448872,199926.1248274706,-2.9103830456733704e-11,299929.43725083023,0.0001,0.0,5.318815396737673e-13
222,2.22,False,1.0,1.0,GRID,3600000.0,188.49732837613223,0.00020002960999451403,199929.43725083023,0.0,299932.60269984603,0.0001,0.0,-3.357249162974934e-13
223,2.23,False,1.0,1.0,GRID,3600000.0,188.4974619573256,0.00020002831091561695,199932.60269984603,0.0,299935.62751915306,0.0001,0.0,7.698998269461206e-13
224,2.24,False,1.0,1.0,GRID,3600000.0,188.49758885945934,0.000200027067962859,199935.62751915306,0.0,299938.5179951787,0.0001,0.0,-5.552431664384292e-13
225,2.25,False,1.0,1.0,GRID,3600000.0,188.49770941648637,0.0002000258787030041,199938.51799517867,-2.9103830456733704e-11,299941.27994868904,0.0001,0.0,-3.415473063877669e-13
226,2.2600000000000002,False,1.0,1.0,GRID,3600000.0,188.49782394566205,0.00020002474090009085,199941.27994868904,0.0,299943.9190258272,0.0001,0.0,-1.5558586970700837e-13
227,2.27,False,1.0,1.0,GRID,3600000.0,188.49793274837896,0.00020002365237171364,199943.91902582723,2.9103830456733704e-11,299946.44063990563,0.0001,0.0,-2.298078356342503e-13
228,2.2800000000000002,False,1.0,1.0,GRID,3600000.0,188.49803611096002,0.00020002261101981236,199946.44063990566,2.9103830456733704e-11,299948.84997140616,0.0001,0.0,-5.959013344637167e-13
229,2.29,False,1.0,1.0,GRID,3600000.0,188.498134305412,0.00020002161483227845,199948.84997140616,0.0,299951.1519097723,0.0001,0.0,1.1006939391733525e-13
230,2.3000000000000003,False,1.0,1.0,GRID,3600000.0,188.4982275901414,0.00020002066191358124,199951.15190977234,2.9103830456733704e-11,299953.35122803226,0.0001,0.0,-6.563398479593514e-14
231,2.31,False,1.0,1.0,GRID,3600000.0,188.49831621063433,0.00020001975039891473,199953.35122803226,0.0,299955.4524663836,0.0001,0.0,-6.013033641979164e-13
232,2.32,False,1.0,1.0,GRID,3600000.0,188.4984004001026,0.00020001887851377466,199955.45246638358,0.0,299957.45993219316,0.0001,0.0,-7.685136023649182e-13
233,2.33,False,1.0,1.0,GRID,3600000.0,188.49848038009748,0.00020001804457526662,199957.45993219313,-2.9103830456733704e-11,299959.37775820494,0.0001,0.0,-8.240713905552725e-13
234,2.34,False,1.0,1.0,GRID,3600000.0,188.4985563610926,0.00020001724696424659,199959.37775820494,0.0,299961.20990253985,0.0001,0.0,-8.737215855317796e-13
235,2.35,False,1.0,1.0,GRID,3600000.0,188.49862854303797,0.00020001648412650068,199961.2099025398,-5.820766091346741e-11,299962.9600904882,0.0001,0.0,3.2228965915228863e-13
236,2.36,False,1.0,1.0,GRID,3600000.0,188.49869711588607,0.00020001575460296657,199962.9600904882,0.0,299964.6320473403,0.0001,0.0,-5.577451488950238e-13
237,2.37,False,1.0,1.0,GRID,3600000.0,188.49876226009178,0.0002000150569143923,199964.6320473403,2.9103830456733704e-11,299966.2291491404,0.0001,0.0,3.0381922617971967e-13
238,2.38,False,1.0,1.0,GRID,3600000.0,188.4988241470872,0.00020001438973695605,199966.22914914045,2.9103830456733704e-11,299967.75477193296,0.0001,0.0,-1.0486127212041056e-13
239,2.39,False,1.0,1.0,GRID,3600000.0,188.49888293973282,0.00020001375172861693,199967.75477193296,0.0,299969.2120589316,0.0001,0.0,-4.0821460254469046e-14
240,2.4,False,1.0,1.0,GRID,3600000.0,188.49893879274617,0.00020001314164643395,199969.2120589316,0.0,299970.6040369347,0.0001,0.0,6.790491183501116e-14
241,2.41,False,1.0,1.0,GRID,3600000.0,188.49899185310886,0.0002000125582892291,199970.60403693467,0.0,299971.93361632526,0.0001,0.0,-1.0674525554027501e-13
242,2.42,False,1.0,1.0,GRID,3600000.0,188.49904226045342,0.0002000120004984101,199971.93361632526,0.0,299973.20359107107,0.0001,0.0,-7.920416378973771e-13
243,2.43,False,1.0,1.0,GRID,3600000.0,188.49909014743076,0.0002000114671587524,199973.20359107107,0.0,299974.4165223092,0.0001,0.0,2.7283550635815094e-13
244,2.44,False,1.0,1.0,GRID,3600000.0,188.49913564005922,0.00020001095725734626,199974.41652230918,0.0,299975.5749711767,0.0001,0.0,7.944079172683578e-13
245,2.45,False,1.0,1.0,GRID,3600000.0,188.49917885805627,0.00020001046976789364,199975.57497117674,5.820766091346741e-11,299976.6813823953,0.0001,0.0,8.523231171391976e-13
246,2.46,False,1.0,1.0,GRID,3600000.0,188.49921991515345,0.0002000100037095825,199976.68138239533,0.0,299977.73808427155,0.0001,0.0,6.299222661509154e-13
247,2.47,False,1.0,1.0,GRID,3600000.0,188.49925891939577,0.00020000955814772348,199977.73808427155,0.0,299978.74728869647,0.0001,0.0,4.148768871855855e-13
248,2.48,False,1.0,1.0,GRID,3600000.0,188.49929597342597,0.00020000913219435446,199978.7472886965,2.9103830456733704e-11,299979.7110911459,0.0001,0.0,5.997934169717236e-13
249,2.49,False,1.0,1.0,GRID,3600000.0,188.49933117475467,0.0002000087250088155,199979.71109114584,-2.9103830456733704e-11,299980.63158709556,0.0001,0.0,-7.03726002711395e-13
250,2.5,False,1.0,1.0,GRID,3600000.0,188.49936461601695,0.00020000833574008897,199980.63158709553,-2.9103830456733704e-11,299981.5106391907,0.0001,0.0,-6.214086705067419e-13
251,2.5100000000000002,False,1.0,1.0,GRID,3600000.0,188.4993963852161,0.00020000796364372844,199981.51063919067,0.0,299982.35011007637,0.0001,0.0,-8.29023634137851e-13
252,2.52,False,1.0,1.0,GRID,3600000.0,188.4994265659553,0.00020000760796594068,199982.35011007637,0.0,299983.15174598247,0.0001,0.0,-6.251725650833756e-13
253,2.5300000000000002,False,1.0,1.0,GRID,3600000.0,188.49945523765754,0.00020000726800225888,199983.1517459825,2.9103830456733704e-11,299983.9171767235,0.0001,0.0,7.990768962316819e-13
254,2.54,False,1.0,1.0,GRID,3600000.0,188.49948247577467,0.00020000694309798666,199983.91717672354,5.820766091346741e-11,299984.64814852923,0.0001,0.0,-4.12392984344502e-13
255,2.5500000000000003,False,1.0,1.0,GRID,3600000.0,188.49950835198592,0.00020000663253220922,199984.64814852923,0.0,299985.34611659124,0.0001,0.0,1.1267332932588123e-13
256,2.56,False,1.0,1.0,GRID,3600000.0,188.49953293438662,0.00020000633572191386,199985.34611659122,-2.9103830456733704e-11,299986.0125943087,0.0001,0.0,-1.2958968479467176e-13
257,2.57,False,1.0,1.0,GRID,3600000.0,188.4995562876673,0.00020000605204775388,199986.01259430876,5.820766091346741e-11,299986.6489786655,0.0001,0.0,-1.2871419641910096e-13
258,2.58,False,1.0,1.0,GRID,3600000.0,188.49957847328395,0.00020000578094171907,199986.6489786655,2.9103830456733704e-11,299987.25660843775,0.0001,0.0,4.2054672461381165e-14
259,2.59,False,1.0,1.0,GRID,3600000.0,188.49959954961975,0.00020000552185837632,199987.25660843772,-2.9103830456733704e-11,299987.8367641941,0.0001,0.0,3.6115279007373484e-13
260,2.6,False,1.0,1.0,GRID,3600000.0,188.49961957213876,0.0002000052742751965,199987.8367641941,2.9103830456733704e-11,299988.3906682953,0.0001,0.0,8.590237798436985e-13
261,2.61,False,1.0,1.0,GRID,3600000.0,188.4996385935318,0.00020000503769286433,199988.39066829532,0.0,299988.9195431024,0.0001,0.0,4.251719402980812e-13
262,2.62,False,1.0,1.0,GRID,3600000.0,188.49965666385523,0.00020000481160647,199988.91954310238,0.0,299989.42455276847,0.0001,0.0,-8.632359275101478e-13
263,2.63,False,1.0,1.0,GRID,3600000.0,188.49967383066246,0.00020000459553489193,199989.42455276847,0.0,299989.90662861615,0.0001,0.0,7.036301413474307e-13
264,2.64,False,1.0,1.0,GRID,3600000.0,188.49969013912934,0.00020000438910837268,199989.9066286161,-5.820766091346741e-11,299990.36693479866,0.0001,0.0,-4.826767289890537e-13
265,2.65,False,1.0,1.0,GRID,3600000.0,188.49970563217286,0.0002000041918359456,199990.36693479866,0.0,299990.80640263855,0.0001,0.0,-7.221716036591094e-13
266,2.66,False,1.0,1.0,GRID,3600000.0,188.49972035056422,0.00020000400333850075,199990.80640263855,0.0,299991.2259634584,0.0001,0.0,-8.596257570785234e-13
267,2.67,False,1.0,1.0,GRID,3600000.0,188.499734333036,0.00020000382323259958,199991.2259634584,-2.9103830456733704e-11,299991.6264321655,0.0001,0.0,6.423751287846202e-13
268,2.68,False,1.0,1.0,GRID,3600000.0,188.4997476163842,0.0002000036511888984,199991.62643216547,-2.9103830456733704e-11,299992.0087400824,0.0001,0.0,6.605196186003745e-13
269,2.69,False,1.0,1.0,GRID,3600000.0,188.499760235565,0.0002000034868159407,199992.00874008238,0.0,299992.3737021163,0.0001,0.0,7.242039894202004e-13
270,2.7,False,1.0,1.0,GRID,3600000.0,188.49977222378675,0.00020000332977676574,199992.3737021163,0.0,299992.72213317454,0.0001,0.0,8.901390475414229e-14
271,2.71,False,1.0,1.0,GRID,3600000.0,188.4997836125974,0.00020000317973088746,199992.7221331745,-2.9103830456733704e-11,299993.054731749,0.0001,0.0,3.9352375687505175e-13
272,2.72,False,1.0,1.0,GRID,3600000.0,188.49979443196753,0.0002000030363926776,199993.05473174903,2.9103830456733704e-11,299993.3722545393,0.0001,0.0,-1.9039770031909296e-13
273,2.73,False,1.0,1.0,GRID,3600000.0,188.49980471036915,0.00020000289944422335,199993.3722545393,2.9103830456733704e-11,299993.67534182966,0.0001,0.0,2.7500985429857125e-14
274,2.74,False,1.0,1.0,GRID,3600000.0,188.4998144748507,0.00020000276862279623,199993.67534182966,0.0,299993.9646339044,0.0001,0.0,4.643492296400342e-13
275,2.75,False,1.0,1.0,GRID,3600000.0,188.49982375110815,0.00020000264366279671,199993.9646339044,0.0,299994.2407710478,0.0001,0.0,5.344053585073931e-13
276,2.7600000000000002,False,1.0,1.0,GRID,3600000.0,188.49983256355276,0.00020000252429589794,199994.24077104783,5.820766091346741e-11,299994.5043353364,0.0001,0.0,8.424574276035055e-13
277,2.77,False,1.0,1.0,GRID,3600000.0,188.49984093537512,0.00020000241028028505,199994.50433533642,2.9103830456733704e-11,299994.75590884686,0.0001,0.0,8.556522564053958e-13
278,2.7800000000000002,False,1.0,1.0,GRID,3600000.0,188.49984888860635,0.00020000230137168205,199994.75590884683,-2.9103830456733704e-11,299994.9960736558,0.0001,0.0,3.8675566113646605e-14
279,2.79,False,1.0,1.0,GRID,3600000.0,188.49985644417603,0.00020000219732347436,199994.9960736558,2.9103830456733704e-11,299995.22529542446,0.0001,0.0,2.403885743888229e-13
280,2.8000000000000003,False,1.0,1.0,GRID,3600000.0,188.49986362196722,0.00020000209794503298,199995.22529542446,0.0,299995.44409802184,0.0001,0.0,-1.5592540659284546e-13
281,2.81,False,1.0,1.0,GRID,3600000.0,188.49987044086885,0.00020000200301451517,199995.4440980218,-2.9103830456733704e-11,299995.65288890153,0.0001,0.0,7.524704595315701e-13
282,2.82,False,1.0,1.0,GRID,3600000.0,188.4998769188254,0.00020000191236628032,199995.65288890153,0.0,299995.8521919325,0.0001,0.0,2.0969470083930395e-13
283,2.83,False,1.0,1.0,GRID,3600000.0,188.49988307288413,0.0002000018257745763,199995.8521919325,0.0,299996.04241456836,0.0001,0.0,1.145748052640267e-13
284,2.84,False,1.0,1.0,GRID,3600000.0,188.49988891923994,0.0002000017430700488,199996.04241456836,0.0,299996.22396426275,0.0001,0.0,9.402963596536988e-14
285,2.85,False,1.0,1.0,GRID,3600000.0,188.49989447327795,0.0002000016640816247,199996.22396426278,2.9103830456733704e-11,299996.3972484693,0.0001,0.0,-2.267407295990082e-13
286,2.86,False,1.0,1.0,GRID,3600000.0,188.49989974961406,0.00020000158863659804,199996.3972484693,0.0,299996.56261643395,0.0001,0.0,-3.0912036710749215e-14
287,2.87,False,1.0,1.0,GRID,3600000.0,188.49990476213335,0.00020000151658981522,199996.56261643395,0.0,299996.7204174027,0.0001,0.0,3.6173914720872097e-13
288,2.88,False,1.0,1.0,GRID,3600000.0,188.4999095240267,0.00020000144779464915,199996.72041740268,0.0,299996.8710588291,0.0001,0.0,-5.632942972742341e-13
289,2.89,False,1.0,1.0,GRID,3600000.0,188.49991404782537,0.0002000013820739692,199996.87105882916,2.9103830456733704e-11,299997.0148317516,0.0001,0.0,-8.003557316675838e-13
290,2.9,False,1.0,1.0,GRID,3600000.0,188.4999183454341,0.00020000131930752196,199997.0148317516,2.9103830456733704e-11,299997.1519690007,0.0001,0.0,5.780393725524528e-13
291,2.91,False,1.0,1.0,GRID,3600000.0,188.4999224281624,0.0002000012594028943,199997.1519690007,0.0,299997.28281982243,0.0001,0.0,9.765484026892843e-13
292,2.92,False,1.0,1.0,GRID,3600000.0,188.49992630675428,0.00020000120220826584,199997.28281982246,2.9103830456733704e-11,299997.40773346275,0.0001,0.0,6.872804571539864e-14
293,2.93,False,1.0,1.0,GRID,3600000.0,188.49992999141656,0.00020000114757067562,199997.40773346275,0.0,299997.5269427523,0.0001,0.0,-8.649155285212729e-14
294,2.94,False,1.0,1.0,GRID,3600000.0,188.49993349184572,0.0002000010953942872,199997.52694275227,-2.9103830456733704e-11,299997.6406805217,0.0001,0.0,2.986378277916889e-13
295,2.95,False,1.0,1.0,GRID,3600000.0,188.49993681725343,0.00020000104558223468,199997.64068052173,0.0,299997.74923780933,0.0001,0.0,-1.8242206790305806e-13
296,2.96,False,1.0,1.0,GRID,3600000.0,188.49993997639075,0.00020000099800757145,199997.74923780933,0.0,299997.8527892381,0.0001,0.0,5.843771012883172e-13
297,2.97,False,1.0,1.0,GRID,3600000.0,188.4999429775712,0.00020000095260062925,199997.8527892381,0.0,299997.9516258463,0.0001,0.0,5.554145251352482e-14
298,2.98,False,1.0,1.0,GRID,3600000.0,188.49994582869266,0.00020000090923265025,199997.95162584636,2.9103830456733704e-11,299998.045922257,0.0001,0.0,3.433081537151725e-13
299,2.99,False,1.0,1.0,GRID,3600000.0,188.49994853725804,0.00020000086783224607,199998.045922257,0.0,299998.1359113008,0.0001,0.0,9.572023458138051e-14
300,3.0,True,0.75,0.96,TRANSFER,3599973.6842105263,188.49995111039513,0.00020000082829812828,199998.13591130078,0.0,299998.2218258083,0.0001,0.0,-9.049260353641732e-13
301,3.0100000000000002,True,0.75,0.9279999999999999,TRANSFER,3599947.3684210526,188.49995355487536,0.000200000790528252,199998.22182580832,2.9103830456733704e-11,299998.30378219485,0.0001,0.0,-4.90576754566549e-13
302,3.02,True,0.75,0.9024,TRANSFER,3599921.052631579,188.49995587713158,0.00020000075447806147,199998.30378219482,-2.9103830456733704e-11,299998.38195508346,0.0001,0.0,4.274760395925176e-14
303,3.0300000000000002,True,0.75,0.88192,TRANSFER,3599894.736842105,188.073948083275,0.00019909569738749553,199998.38195508343,-2.9103830456733704e-11,299954.30909330025,0.0001,0.0,7.650952786291266e-14
304,3.04,True,0.75,0.8655360000000001,TRANSFER,3599868.4210526315,187.28319267911127,0.00019743261625501521,199954.30909330028,2.9103830456733704e-11,299830.1852727309,0.0001,0.0,3.0037096552024524e-14
